Player ID,Team Name
1959,CHI
1960,CHI
1961,CHI
1962,NYG
1963,WAS
1964,BKN
1965,CHI
1966,PIT
1967,BKN
1968,WAS
1969,GNB
1970,NYG
1971,RAM
1972,CHI
1973,GNB
1974,CRD
1975,WAS
1976,CRD
1977,PIT
1978,NYG
1979,PIT
1980,RAM
1981,CHI
1982,GNB
1983,GNB
1984,WAS
1985,PHI
1986,RAM
1987,NYG
1988,CHI
1989,PHI
1990,WAS
1991,PIT
1992,PHI
1993,GNB
1994,PHI
1995,CHI
1996,NYG
1997,CRD
1998,PIT
1999,DET
2000,WAS
2001,WAS
2002,PHI
2003,RAM
2004,PIT
2005,WAS
2006,WAS
2007,CHI
2008,RAM
2009,CRD
2010,CHI
2011,RAM
2012,CHI
2013,NYG
2014,PHI
2015,CHI
2016,RAM
2017,WAS
2018,NYG
2019,PIT
2020,WAS
2021,DET
2022,WAS
2023,RAM
2024,RAM
2025,GNB
2026,PIT
2027,PHI
2028,DET
2029,GNB
2030,CRD
2031,PHI
2032,BKN
2033,CHI
2034,DET
2035,RAM
2036,PIT
2037,GNB
2038,GNB
2039,GNB
2040,RAM
2041,WAS
2042,WAS
2043,PIT
2044,NYG
2045,GNB
2046,PIT
2047,CHI
2048,NYG
2049,PHI
2050,CRD
2051,CHI
2052,PHI
2053,2TM
2054,2TM
2055,GNB
2056,BKN
2057,BKN
2058,PHI
2059,CRD
2060,WAS
2061,BKN
2062,PHI
2063,PHI
2064,PIT
2065,DET
2066,WAS
2067,PIT
2068,CHI
2069,RAM
2070,WAS
2071,DET
2072,CRD
2073,BKN
2074,GNB
2075,PHI
2076,BKN
2077,RAM
2078,PIT
2079,GNB
2080,NYG
2081,CHI
2082,WAS
2083,DET
2084,WAS
2085,NYG
2086,WAS
2087,CHI
2088,WAS
2089,PHI
2090,PHI
2091,PHI
2092,PHI
2093,GNB
2094,CHI
2095,CHI
2096,DET
2097,DET
2098,GNB
2099,GNB
2100,CHI
2101,PHI
2102,CHI
2103,BKN
2104,CHI
2105,GNB
2106,PHI
2107,CRD
2108,DET
2109,GNB
2110,NYG
2111,DET
2112,CHI
2113,CRD
2114,BKN
2115,CRD
2116,NYG
2117,CHI
2118,PHI
2119,BKN
2120,CRD
2121,CHI
2122,BKN
2123,PHI
2124,GNB
2125,CRD
2126,WAS
2127,WAS
2128,DET
2129,GNB
2130,NYG
2131,CRD
2132,NYG
2133,NYG
2134,GNB
2135,DET
2136,CRD
2137,CRD
2138,DET
2139,NYG
2140,CHI
2141,DET
2142,CHI
2143,PHI
2144,CHI
2145,CHI
2146,CHI
2147,WAS
2148,NYG
2149,PHI
2150,DET
2151,PHI
2152,NYG
2153,GNB
2154,PHI
2155,PHI
2156,CRD
2157,DET
2158,WAS
2159,WAS
2160,GNB
2161,DET
2162,PHI
